Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,day_of_journey,month_of_journey,count_journey_days,dep_day_part,arrival_day_part,check-in baggage included,In-flight meal,Change airports,Business class,layover,stop_points, AMD , ATQ , BBI , BDQ , BHO , BLR , BOM , CCU , COK , DED , DEL , GAU , GOI , GWL , HBX , HYD , IDR , IMF , ISK , IXA , IXB , IXC , IXR , IXU , IXZ , JAI , JDH , JLR , KNU , LKO , MAA , NAG , NDC , PAT , PNQ , RPR , STV , TRV , UDR , VGA , VNS , VTZ 
Jet Airways,2019-05-24,Kolkata,Banglore,20:25,14:25,18.0,1,10703,24,5,1.0,evening,afternoon,1,0,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,13:15,22:30,9.25,1,9646,27,5,0.0,afternoon,evening,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-03-06,Delhi,Cochin,02:15,13:20,11.08,1,17057,6,3,0.0,mid night,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-12,Banglore,New Delhi,16:55,10:25,17.5,1,13817,12,3,1.0,afternoon,morning,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-06,Delhi,Cochin,05:55,19:15,13.33,2,13748,6,3,0.0,early morning,evening,1,1,0,0,0,"[' BHO ', ' BOM ']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-04-21,Kolkata,Banglore,20:45,23:20,2.58,0,4880,21,4,0.0,evening,night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-21,Chennai,Kolkata,05:15,07:40,2.42,0,3540,21,6,0.0,early morning,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-15,Banglore,Delhi,05:55,08:35,2.67,0,3257,15,5,0.0,early morning,morning,0,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-03,Banglore,Delhi,19:50,22:50,3.0,0,6478,3,6,0.0,evening,evening,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-18,Mumbai,Hyderabad,07:05,08:30,1.42,0,8040,18,6,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-12,Delhi,Cochin,20:00,12:35,16.58,2,14300,12,6,1.0,evening,afternoon,1,1,0,0,0,"[' ATQ ', ' BOM ']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,08:25,20:45,12.33,1,14781,15,5,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-09,Kolkata,Banglore,20:00,08:15,12.25,1,14939,9,6,1.0,evening,morning,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-24,Delhi,Cochin,20:55,04:25,7.5,1,10262,24,6,1.0,evening,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-12,Kolkata,Banglore,14:35,14:35,24.0,1,6528,12,5,1.0,afternoon,afternoon,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-01,Banglore,Delhi,06:10,08:55,2.75,0,6121,1,5,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-18,Delhi,Cochin,19:30,04:25,8.92,2,13029,18,5,1.0,evening,mid night,1,0,0,0,0,"[' JAI ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-03-27,Delhi,Cochin,11:40,18:50,7.17,1,11421,27,3,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-03-27,Delhi,Cochin,04:45,19:15,14.5,1,7574,27,3,0.0,mid night,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-09,Delhi,Cochin,12:55,19:15,30.33,2,11596,9,5,1.0,afternoon,evening,1,1,0,0,0,"[' JDH ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-24,Delhi,Cochin,23:05,19:00,19.92,2,15129,24,5,1.0,night,evening,1,1,0,0,0,"[' AMD ', ' BOM ']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-04-12,Banglore,Delhi,18:55,21:50,2.92,0,5780,12,4,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-05-12,Kolkata,Banglore,20:20,09:05,12.75,1,9397,12,5,1.0,evening,morning,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-06,Delhi,Cochin,18:15,04:25,10.17,1,17024,6,3,1.0,evening,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoAir,2019-06-27,Delhi,Cochin,07:00,12:55,5.92,1,5281,27,6,0.0,early morning,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-18,Delhi,Cochin,07:05,22:30,15.42,1,10348,18,5,0.0,early morning,evening,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-06,Delhi,Cochin,17:20,09:25,16.08,1,12677,6,3,1.0,afternoon,morning,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-03-03,Delhi,Cochin,15:25,01:35,10.17,1,15147,3,3,1.0,afternoon,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-06-12,Banglore,Delhi,07:00,09:40,2.67,0,4668,12,6,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-09,Delhi,Cochin,07:05,19:00,11.92,1,15554,9,5,0.0,early morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-04-09,Banglore,Delhi,05:55,08:35,2.67,0,3971,9,4,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-03,Mumbai,Hyderabad,15:00,16:25,1.42,0,3100,3,5,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,20:00,10:05,14.08,1,9663,6,5,1.0,evening,morning,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-01,Delhi,Cochin,23:00,19:15,20.25,1,27430,1,3,1.0,night,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-12,Chennai,Kolkata,05:15,07:40,2.42,0,3540,12,5,0.0,early morning,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-21,Kolkata,Banglore,12:00,11:10,23.17,2,10676,21,5,1.0,afternoon,morning,1,1,0,0,0,"[' BBI ', ' BOM ']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,14:05,08:15,18.17,1,13044,12,6,1.0,afternoon,morning,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,20:00,12:00,16.0,1,14388,6,5,1.0,evening,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-24,Banglore,Delhi,04:00,06:50,2.83,0,3943,24,6,0.0,mid night,early morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-03,Chennai,Kolkata,14:45,17:05,2.33,0,3597,3,6,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-21,Banglore,New Delhi,11:50,19:50,8.0,1,5932,21,3,0.0,morning,evening,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-15,Delhi,Cochin,11:30,04:25,16.92,1,10262,15,6,1.0,morning,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-05-12,Delhi,Cochin,14:40,17:50,3.17,0,6216,12,5,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-15,Kolkata,Banglore,20:25,23:10,2.75,0,4804,15,6,0.0,evening,night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-21,Delhi,Cochin,11:30,01:30,14.0,1,14067,21,5,1.0,morning,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-18,Delhi,Cochin,19:10,19:00,23.83,2,15129,18,5,1.0,evening,evening,1,1,0,0,0,"[' AMD ', ' BOM ']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-06,Delhi,Cochin,06:45,04:25,21.67,2,13376,6,6,1.0,early morning,mid night,1,1,0,0,0,"[' NAG ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-27,Delhi,Cochin,22:00,19:15,21.25,2,10441,27,6,1.0,evening,evening,1,1,0,0,0,"[' GOI ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-24,Banglore,Delhi,06:00,08:45,2.75,0,4030,24,5,0.0,early morning,morning,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-03,Delhi,Cochin,08:00,18:50,10.83,1,17024,3,3,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-04-09,Delhi,Cochin,17:30,01:30,8.0,1,13017,9,4,1.0,afternoon,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoAir,2019-06-06,Kolkata,Banglore,23:30,07:45,8.25,1,6686,6,6,1.0,night,early morning,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-15,Delhi,Cochin,02:00,07:25,5.42,1,5636,15,6,0.0,mid night,early morning,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-09,Delhi,Cochin,07:35,16:10,8.58,1,6442,9,6,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-21,Delhi,Cochin,13:05,00:55,11.83,1,9486,21,5,1.0,afternoon,mid night,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,20:00,23:35,27.58,1,10844,21,5,1.0,evening,night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-03,Delhi,Cochin,20:00,04:25,8.42,2,15318,3,6,1.0,evening,mid night,1,0,0,0,0,"[' ATQ ', ' BOM ']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-04-03,Delhi,Cochin,12:30,09:25,20.92,1,5117,3,4,1.0,afternoon,morning,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-24,Delhi,Cochin,15:10,20:00,4.83,1,6147,24,6,0.0,afternoon,evening,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-09,Delhi,Cochin,12:50,21:00,8.17,1,7005,9,6,0.0,afternoon,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-04-03,Kolkata,Banglore,22:20,00:40,2.33,0,3873,3,4,1.0,evening,mid night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-21,Delhi,Cochin,18:25,18:50,24.42,2,9270,21,3,1.0,evening,evening,1,0,0,0,0,"[' BDQ ', ' BOM ']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoAir,2019-06-27,Banglore,Delhi,11:40,14:30,2.83,0,3898,27,6,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-12,Kolkata,Banglore,08:25,20:45,12.33,1,14781,12,5,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-24,Kolkata,Banglore,20:00,08:15,12.25,1,8586,24,5,1.0,evening,morning,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-09,Kolkata,Banglore,08:20,07:55,23.58,2,10697,9,5,1.0,morning,early morning,1,1,0,0,0,"[' JAI ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-27,Delhi,Cochin,20:00,12:35,16.58,2,14300,27,6,1.0,evening,afternoon,1,1,0,0,0,"[' ATQ ', ' BOM ']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-03,Banglore,New Delhi,18:55,21:45,2.83,0,8855,3,3,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-12,Kolkata,Banglore,16:30,18:15,25.75,1,10844,12,5,1.0,afternoon,evening,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-06,Delhi,Cochin,02:15,04:25,26.17,1,17024,6,3,1.0,mid night,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-01,Kolkata,Banglore,09:35,14:25,28.83,1,9314,1,5,1.0,morning,afternoon,1,0,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-24,Banglore,New Delhi,00:40,03:25,2.75,0,4777,24,3,0.0,mid night,mid night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-09,Kolkata,Banglore,12:00,13:15,25.25,1,7662,9,6,1.0,afternoon,afternoon,1,1,0,0,0,[' BBI '],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-09,Delhi,Cochin,06:50,16:10,9.33,1,6442,9,5,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-06-12,Delhi,Cochin,08:45,13:15,4.5,1,5264,12,6,0.0,morning,afternoon,1,1,0,0,0,[' PNQ '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jet Airways,2019-05-27,Delhi,Cochin,13:00,04:25,15.42,1,12898,27,5,1.0,afternoon,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-03,Mumbai,Hyderabad,13:55,15:25,1.5,0,6092,3,3,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-21,Banglore,Delhi,05:55,08:35,2.67,0,3311,21,5,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-27,Delhi,Cochin,19:15,04:25,9.17,1,6540,27,3,1.0,evening,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-27,Banglore,Delhi,01:30,04:15,2.75,0,3419,27,5,0.0,mid night,mid night,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-04-03,Delhi,Cochin,14:00,12:35,22.58,1,5177,3,4,1.0,afternoon,afternoon,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-04-18,Delhi,Cochin,18:05,21:10,3.08,0,8246,18,4,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-09,Kolkata,Banglore,09:35,21:05,11.5,1,14676,9,6,0.0,morning,evening,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-27,Delhi,Cochin,11:30,21:00,9.5,1,13587,27,6,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,21:10,09:20,12.17,1,9663,6,5,1.0,evening,morning,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,16:30,10:05,17.58,1,13044,12,6,1.0,afternoon,morning,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-04-03,Delhi,Cochin,20:25,01:30,5.08,1,5073,3,4,1.0,evening,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
